timestamp,open,high,low,close,volume,symbol,source
2018-01-02,126.48999786376953,126.51000213623047,125.06999969482422,125.48999786376953,16238200,tlt,yfinance
2018-01-03,126.0,126.19999694824219,125.48999786376953,126.08999633789062,8605100,tlt,yfinance
2018-01-04,125.6500015258789,126.16000366210938,125.37000274658203,126.06999969482422,9217900,tlt,yfinance
2018-01-05,125.87000274658203,126.18000030517578,125.36000061035156,125.70999908447266,10915400,tlt,yfinance
2018-01-08,125.98999786376953,126.02999877929688,125.16999816894531,125.62999725341797,8850600,tlt,yfinance
2018-01-09,124.80999755859375,124.83000183105469,123.80999755859375,123.94999694824219,16226400,tlt,yfinance
2018-01-10,122.80999755859375,123.93000030517578,122.66000366210938,123.80000305175781,14302600,tlt,yfinance
2018-01-11,123.51000213623047,124.58999633789062,123.30999755859375,124.30999755859375,12511000,tlt,yfinance
2018-01-12,124.0999984741211,124.79000091552734,123.91000366210938,124.5199966430664,9987100,tlt,yfinance
2018-01-16,125.16999816894531,125.27999877929688,124.55999755859375,125.04000091552734,9125900,tlt,yfinance
2018-01-17,125.08000183105469,125.63999938964844,124.5999984741211,124.87000274658203,8327000,tlt,yfinance
2018-01-18,123.93000030517578,124.2699966430664,123.54000091552734,123.70999908447266,10843900,tlt,yfinance
2018-01-19,123.4000015258789,123.55999755859375,122.9800033569336,123.05999755859375,11374300,tlt,yfinance
2018-01-22,123.44999694824219,123.70999908447266,122.98999786376953,123.18000030517578,8984700,tlt,yfinance
2018-01-23,123.80999755859375,124.19999694824219,123.23999786376953,123.70999908447266,12325700,tlt,yfinance
2018-01-24,122.8499984741211,123.12999725341797,122.54000091552734,123.04000091552734,9038900,tlt,yfinance
2018-01-25,123.16000366210938,124.1500015258789,122.80000305175781,124.05000305175781,12173300,tlt,yfinance
2018-01-26,123.87999725341797,123.91000366210938,123.0999984741211,123.58999633789062,6462900,tlt,yfinance
2018-01-29,122.97000122070312,122.97000122070312,122.30000305175781,122.7300033569336,12223000,tlt,yfinance
2018-01-30,122.27999877929688,122.37000274658203,121.69999694824219,122.01000213623047,12064400,tlt,yfinance
2018-01-31,122.87000274658203,122.93000030517578,121.94000244140625,122.7300033569336,18045100,tlt,yfinance
2018-02-01,122.4800033569336,122.52999877929688,120.62999725341797,120.69999694824219,18632800,tlt,yfinance
2018-02-02,120.1500015258789,120.26000213623047,119.23999786376953,119.58000183105469,23944400,tlt,yfinance
2018-02-05,119.16999816894531,121.81999969482422,118.63999938964844,120.70999908447266,28606200,tlt,yfinance
2018-02-06,120.41999816894531,120.87000274658203,119.72000122070312,119.95999908447266,10935400,tlt,yfinance
2018-02-07,120.12999725341797,120.33000183105469,118.55999755859375,118.81999969482422,16271100,tlt,yfinance
2018-02-08,118.01000213623047,119.18000030517578,117.8499984741211,118.69000244140625,15155100,tlt,yfinance
2018-02-09,118.11000061035156,119.08999633789062,117.79000091552734,117.94000244140625,15661600,tlt,yfinance
